当地时间 哈尔滨太平(机场）,气温,气象站大气压,海平面大气压,相对湿度,风向,平均风速,最大阵风,特殊天象,重要天象,总云量,能见度,露点温度,时间,日期
21.09.2022 23:00,17,743.9,756.2,59,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,9,23:00,21.09.2022
21.09.2022 22:00,18,744,756.2,60,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,10,22:00,21.09.2022
21.09.2022 21:00,18,744,756.2,56,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,9,21:00,21.09.2022
21.09.2022 20:00,19,743.2,755.4,52,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,9,20:00,21.09.2022
21.09.2022 19:00,19,743.2,755.4,49,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,8,19:00,21.09.2022
21.09.2022 18:00,20,742.5,754.6,43,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,7,18:00,21.09.2022
21.09.2022 17:00,22,742.6,754.6,36,从西南偏南方向吹来的风,6,,,,无明显的云,10.0 大于等于,6,17:00,21.09.2022
21.09.2022 16:00,24,741.9,753.9,31,从西南偏南方向吹来的风,9,,,,无明显的云,10.0 大于等于,6,16:00,21.09.2022
21.09.2022 15:00,24,741.9,753.9,31,从西南方吹来的风,11,,,,无明显的云,10.0 大于等于,6,15:00,21.09.2022
21.09.2022 14:00,25,742.7,754.6,32,从西南偏南方向吹来的风,9,,,,无明显的云,10.0 大于等于,7,14:00,21.09.2022
21.09.2022 13:00,24,742.6,754.6,34,从西南偏南方向吹来的风,8,13,,,无明显的云,10.0 大于等于,7,13:00,21.09.2022
21.09.2022 12:00,22,743.3,755.4,41,从西南偏南方向吹来的风,8,,,,无明显的云,10.0 大于等于,8,12:00,21.09.2022
21.09.2022 11:00,21,744.1,756.2,43,从西南偏南方向吹来的风,8,13,,,无明显的云,10.0 大于等于,8,11:00,21.09.2022
21.09.2022 10:00,18,744.7,756.9,49,从西南偏南方向吹来的风,8,,,,无明显的云,10.0 大于等于,7,10:00,21.09.2022
21.09.2022 09:00,16,745.4,757.7,52,从西南偏南方向吹来的风,8,,,,无明显的云,10.0 大于等于,6,9:00,21.09.2022
21.09.2022 08:00,14,745.3,757.7,55,从西南偏南方向吹来的风,7,,,,无明显的云,10.0 大于等于,5,8:00,21.09.2022
21.09.2022 07:00,10,745.6,758.2,62,从西南偏南方向吹来的风,4,,,,无明显的云,10.0 大于等于,3,7:00,21.09.2022
21.09.2022 06:00,8,745,757.7,66,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,2,6:00,21.09.2022
21.09.2022 05:00,8,745.5,758.2,62,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,1,5:00,21.09.2022
21.09.2022 04:00,8,745.5,758.2,57,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,0,4:00,21.09.2022
21.09.2022 03:00,8,746.3,759,57,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,0,3:00,21.09.2022
21.09.2022 02:00,8,746.3,759,57,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,0,2:00,21.09.2022
21.09.2022 01:00,8,746.3,759,57,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,0,1:00,21.09.2022
21.09.2022 00:00,7,746.2,759,66,从西南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,1,0:00,21.09.2022
20.09.2022 23:00,8,747,759.7,62,从西南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,1,23:00,20.09.2022
20.09.2022 22:00,8,747,759.7,62,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,1,22:00,20.09.2022
20.09.2022 21:00,7,746.9,759.7,66,从南方吹来的风,2,,,,无明显的云,10.0 大于等于,1,21:00,20.09.2022
20.09.2022 20:00,7,746.9,759.7,71,从南方吹来的风,2,,,,无明显的云,10.0 大于等于,2,20:00,20.09.2022
20.09.2022 19:00,9,747,759.7,62,从西南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,2,19:00,20.09.2022
20.09.2022 18:00,11,747.1,759.7,50,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,1,18:00,20.09.2022
20.09.2022 17:00,16,747.3,759.7,34,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,0,17:00,20.09.2022
20.09.2022 16:00,16,747.3,759.7,29,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-2,16:00,20.09.2022
20.09.2022 15:00,17,747.4,759.7,27,从西方吹来的风,7,,,,无明显的云,10.0 大于等于,-2,15:00,20.09.2022
20.09.2022 14:00,17,747.4,759.7,27,从西方吹来的风,6,,,,无明显的云,10.0 大于等于,-2,14:00,20.09.2022
20.09.2022 13:00,16,748.1,760.5,27,从西方吹来的风,7,,,,无明显的云,10.0 大于等于,-3,13:00,20.09.2022
20.09.2022 12:00,15,748.8,761.2,27,从西方吹来的风,6,,,,无明显的云,10.0 大于等于,-4,12:00,20.09.2022
20.09.2022 11:00,14,748.7,761.2,29,从西北偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-4,11:00,20.09.2022
20.09.2022 10:00,13,748.7,761.2,28,从西北偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-5,10:00,20.09.2022
20.09.2022 09:00,11,749.4,762,44,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-1,9:00,20.09.2022
20.09.2022 08:00,9,748.5,761.2,54,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,0,8:00,20.09.2022
20.09.2022 07:00,6,748.4,761.2,71,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,1,7:00,20.09.2022
20.09.2022 06:00,3,748.2,761.2,81,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,0,6:00,20.09.2022
20.09.2022 05:00,2,748.2,761.2,81,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,-1,5:00,20.09.2022
20.09.2022 04:00,3,748.2,761.2,70,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,-2,4:00,20.09.2022
20.09.2022 03:00,3,748.2,761.2,75,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-1,3:00,20.09.2022
20.09.2022 02:00,2,747.5,760.5,75,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-2,2:00,20.09.2022
20.09.2022 01:00,2,748.2,761.2,75,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-2,1:00,20.09.2022
20.09.2022 00:00,2,749,762,75,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-2,0:00,20.09.2022
19.09.2022 23:00,3,749,762,70,从西南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-2,23:00,19.09.2022
19.09.2022 22:00,3,749,762,70,从西南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-2,22:00,19.09.2022
19.09.2022 21:00,3,749,762,75,从西南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-1,21:00,19.09.2022
19.09.2022 20:00,4,749.1,762,65,从南方吹来的风,1,,,,无明显的云,10.0 大于等于,-2,20:00,19.09.2022
19.09.2022 19:00,7,749.2,762,49,风向多变,1,,,,无明显的云,10.0 大于等于,-3,19:00,19.09.2022
19.09.2022 18:00,9,749.3,762,43,从北方吹来的风,4,,,,无明显的云,10.0 大于等于,-3,18:00,19.09.2022
19.09.2022 17:00,11,748.6,761.2,38,从西北偏北方向吹来的风,6,,,,无明显的云,10.0 大于等于,-3,17:00,19.09.2022
19.09.2022 16:00,13,748,760.5,31,从西北偏北方向吹来的风,8,,,,无明显的云,10.0 大于等于,-4,16:00,19.09.2022
19.09.2022 15:00,14,748,760.5,36,从西北偏北方向吹来的风,9,,,,少云 (10-30%) 1200 米,10.0 大于等于,-1,15:00,19.09.2022
19.09.2022 14:00,15,747.3,759.7,39,从西北偏北方向吹来的风,9,15,,,多云 (60-90%) 1200 米,10.0 大于等于,1,14:00,19.09.2022
19.09.2022 13:00,16,747.3,759.7,42,从西北偏北方向吹来的风,10,15,,,多云 (60-90%) 1200 米,10.0 大于等于,3,13:00,19.09.2022
19.09.2022 12:00,17,746.7,759,37,从西北方吹来的风,7,,,,多云 (60-90%) 1200 米,10.0 大于等于,2,12:00,19.09.2022
19.09.2022 11:00,17,746.7,759,37,从西方吹来的风,8,,,,疏云 (40-50%) 1200 米,10.0 大于等于,2,11:00,19.09.2022
19.09.2022 10:00,16,747.3,759.7,42,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,3,10:00,19.09.2022
19.09.2022 09:00,14,748,760.5,55,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,5,9:00,19.09.2022
19.09.2022 08:00,12,747.9,760.5,63,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,5,8:00,19.09.2022
19.09.2022 07:00,9,747.8,760.5,82,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,6,7:00,19.09.2022
19.09.2022 06:00,8,747.8,760.5,82,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,5,6:00,19.09.2022
19.09.2022 05:00,7,747.7,760.5,87,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,5,5:00,19.09.2022
19.09.2022 04:00,7,747.7,760.5,87,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,5,4:00,19.09.2022
19.09.2022 03:00,8,747,759.7,82,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,5,3:00,19.09.2022
19.09.2022 02:00,9,747,759.7,82,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,6,2:00,19.09.2022
19.09.2022 01:00,9,747,759.7,82,从西北偏西方向吹来的风,2,,,,无明显的云,10.0 大于等于,6,1:00,19.09.2022
19.09.2022 00:00,9,747,759.7,82,从西北偏西方向吹来的风,2,,,,无明显的云,10.0 大于等于,6,0:00,19.09.2022
18.09.2022 23:00,10,746.4,759,76,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,6,23:00,18.09.2022
18.09.2022 22:00,12,746.5,759,67,从西北偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,6,22:00,18.09.2022
18.09.2022 21:00,13,745.7,758.2,63,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,6,21:00,18.09.2022
18.09.2022 20:00,15,745.8,758.2,51,从西北偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,5,20:00,18.09.2022
18.09.2022 19:00,16,745.4,757.7,55,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,7,19:00,18.09.2022
18.09.2022 18:00,17,744.6,756.9,56,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,8,18:00,18.09.2022
18.09.2022 17:00,18,744.7,756.9,49,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,7,17:00,18.09.2022
18.09.2022 16:00,18,744,756.2,49,从西南偏西方向吹来的风,7,,,,无明显的云,10.0 大于等于,7,16:00,18.09.2022
18.09.2022 15:00,19,744,756.2,46,从西南偏西方向吹来的风,7,,,,无明显的云,10.0 大于等于,7,15:00,18.09.2022
18.09.2022 14:00,20,744.1,756.2,43,从西南偏西方向吹来的风,8,,,,无明显的云,10.0 大于等于,7,14:00,18.09.2022
18.09.2022 13:00,20,744.1,756.2,46,从西南偏西方向吹来的风,8,,,,无明显的云,10.0 大于等于,8,13:00,18.09.2022
18.09.2022 12:00,19,744,756.2,46,从西南偏西方向吹来的风,9,,,,无明显的云,10.0 大于等于,7,12:00,18.09.2022
18.09.2022 11:00,19,744,756.2,46,从西南偏西方向吹来的风,10,,,,无明显的云,10.0 大于等于,7,11:00,18.09.2022
18.09.2022 10:00,18,744,756.2,49,从西南偏西方向吹来的风,9,,,,无明显的云,10.0 大于等于,7,10:00,18.09.2022
18.09.2022 09:00,17,743.9,756.2,49,从西方吹来的风,8,,,,无明显的云,10.0 大于等于,6,9:00,18.09.2022
18.09.2022 08:00,16,743.1,755.4,59,从西方吹来的风,8,,,,无明显的云,10.0 大于等于,8,8:00,18.09.2022
18.09.2022 07:00,15,743.1,755.4,68,从西南方吹来的风,6,,,,无明显的云,10.0 大于等于,9,7:00,18.09.2022
18.09.2022 06:00,12,742.9,755.4,88,从西南方吹来的风,4,,,,无明显的云,10.0 大于等于,10,6:00,18.09.2022
18.09.2022 05:00,13,742.2,754.6,77,从西南偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,9,5:00,18.09.2022
18.09.2022 04:00,15,742.3,754.6,72,从西南偏西方向吹来的风,7,,,,无明显的云,10.0 大于等于,10,4:00,18.09.2022
18.09.2022 03:00,15,741.6,753.9,100,从西南方吹来的风,5,,,,无明显的云,10.0 大于等于,15,3:00,18.09.2022
18.09.2022 02:00,16,741.6,753.9,94,从西南偏南方向吹来的风,6,,,,无明显的云,10.0 大于等于,15,2:00,18.09.2022
18.09.2022 01:00,16,741.6,753.9,94,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,15,1:00,18.09.2022
18.09.2022 00:00,16,741.6,753.9,94,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,15,0:00,18.09.2022
17.09.2022 23:00,16,742.3,754.6,100,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,16,23:00,17.09.2022
17.09.2022 22:00,15,742.3,754.6,100,从东南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,15,22:00,17.09.2022
17.09.2022 21:00,16,742.3,754.6,94,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,15,21:00,17.09.2022
17.09.2022 20:00,17,742.4,754.6,88,从南方吹来的风,3,,,,少云 (10-30%) 1200 米,10.0 大于等于,15,20:00,17.09.2022
17.09.2022 19:00,18,742.4,754.6,88,从南方吹来的风,2,,,,多云 (60-90%) 1200 米,10.0 大于等于,16,19:00,17.09.2022
17.09.2022 18:00,19,741.7,753.9,83,从南方吹来的风,3,,,,阴天 (100%) 990 米,10.0 大于等于,16,18:00,17.09.2022
17.09.2022 17:00,20,741.8,753.9,78,从南方吹来的风,2,,,,多云 (60-90%) 990 米,10.0 大于等于,16,17:00,17.09.2022
17.09.2022 16:00,20,741.8,753.9,78,从西南偏南方向吹来的风,3,,,,阴天 (100%) 600 米,10.0 大于等于,16,16:00,17.09.2022
17.09.2022 15:00,20,741.8,753.9,78,从南方吹来的风,3,,,,阴天 (100%) 600 米,10.0 大于等于,16,15:00,17.09.2022
17.09.2022 14:00,20,741.8,753.9,73,从西南偏南方向吹来的风,3,,,,阴天 (100%) 600 米,10.0 大于等于,15,14:00,17.09.2022
17.09.2022 13:00,19,741.7,753.9,83,从南方吹来的风,2,,,,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,16,13:00,17.09.2022
17.09.2022 12:00,18,742.4,754.6,88,从南方吹来的风,2,,,,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,16,12:00,17.09.2022
17.09.2022 11:00,17,742.4,754.6,88,从南方吹来的风,3,,,,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,15,11:00,17.09.2022
17.09.2022 10:00,16,742.3,754.6,94,从南方吹来的风,2,,,,"疏云 (40-50%) 180 米, 阴天 (100%) 600 米",10.0 大于等于,15,10:00,17.09.2022
17.09.2022 09:00,16,742.3,754.6,94,风向多变,1,,,,"少云 (10-30%) 300 米, 阴天 (100%) 780 米",10.0 大于等于,15,9:00,17.09.2022
17.09.2022 08:00,16,742.3,754.6,88,从南方吹来的风,2,,,,"少云 (10-30%) 390 米, 阴天 (100%) 780 米",10.0 大于等于,14,8:00,17.09.2022
17.09.2022 07:00,16,741.6,753.9,88,风向多变,1,,,,阴天 (100%) 690 米,10.0 大于等于,14,7:00,17.09.2022
17.09.2022 06:00,15,741.6,753.9,94,风向多变,1,,,,多云 (60-90%) 780 米,10.0 大于等于,14,6:00,17.09.2022
17.09.2022 05:00,15,741.6,753.9,94,从北方吹来的风,1,,,,多云 (60-90%) 900 米,10.0 大于等于,14,5:00,17.09.2022
17.09.2022 04:00,15,740.8,753.1,94,从东北偏北方向吹来的风,2,,,,多云 (60-90%) 900 米,10.0 大于等于,14,4:00,17.09.2022
17.09.2022 03:00,15,740.8,753.1,94,从东北偏北方向吹来的风,2,,,,多云 (60-90%) 990 米,10.0 大于等于,14,3:00,17.09.2022
17.09.2022 02:00,15,740.8,753.1,88,从东北偏北方向吹来的风,2,,,,多云 (60-90%) 990 米,10.0 大于等于,13,2:00,17.09.2022
17.09.2022 01:00,15,741.6,753.9,88,从东北偏东方向吹来的风,2,,,,多云 (60-90%) 990 米,10.0 大于等于,13,1:00,17.09.2022
17.09.2022 00:00,14,741.5,753.9,94,从东北方吹来的风,1,,,,多云 (60-90%) 1200 米,10.0 大于等于,13,0:00,17.09.2022
16.09.2022 23:00,14,742.2,754.6,94,从东方吹来的风,1,,,,少云 (10-30%) 1200 米,10.0 大于等于,13,23:00,16.09.2022
16.09.2022 22:00,15,742.3,754.6,88,从东北偏东方向吹来的风,3,,,,少云 (10-30%) 1200 米,10.0 大于等于,13,22:00,16.09.2022
16.09.2022 21:00,16,743.1,755.4,83,从东方吹来的风,4,,,,疏云 (40-50%) 1200 米,10.0 大于等于,13,21:00,16.09.2022
16.09.2022 20:00,17,743.1,755.4,83,从东南偏东方向吹来的风,2,,,,疏云 (40-50%) 1200 米,10.0 大于等于,14,20:00,16.09.2022
16.09.2022 19:00,18,744,756.2,78,风向多变,1,,,,疏云 (40-50%) 1200 米,10.0 大于等于,14,19:00,16.09.2022
16.09.2022 18:00,19,744,756.2,73,从东方吹来的风,3,,,,多云 (60-90%) 1200 米,10.0 大于等于,14,18:00,16.09.2022
16.09.2022 17:00,20,744.1,756.2,69,从东方吹来的风,3,,,,疏云 (40-50%) 1200 米,10.0 大于等于,14,17:00,16.09.2022
16.09.2022 16:00,21,744.8,756.9,64,从东方吹来的风,4,,,,多云 (60-90%) 1200 米,10.0 大于等于,14,16:00,16.09.2022
16.09.2022 15:00,21,744.8,756.9,64,从东南偏东方向吹来的风,5,,,,多云 (60-90%) 1200 米,10.0 大于等于,14,15:00,16.09.2022
16.09.2022 14:00,22,744.8,756.9,57,从东方吹来的风,4,,,,疏云 (40-50%) 1200 米,10.0 大于等于,13,14:00,16.09.2022
16.09.2022 13:00,22,744.8,756.9,65,从东方吹来的风,5,,,,疏云 (40-50%) 1200 米,10.0 大于等于,15,13:00,16.09.2022
16.09.2022 12:00,23,745.6,757.7,61,从东北偏东方向吹来的风,5,,,,少云 (10-30%) 1200 米,10.0 大于等于,15,12:00,16.09.2022
16.09.2022 11:00,22,746.1,758.2,61,从东北偏东方向吹来的风,6,,,,无明显的云,10.0 大于等于,14,11:00,16.09.2022
16.09.2022 10:00,21,746.8,759,64,从东北偏东方向吹来的风,5,,,,无明显的云,10.0 大于等于,14,10:00,16.09.2022
16.09.2022 09:00,20,746.8,759,69,从东方吹来的风,5,,,,无明显的云,10.0 大于等于,14,9:00,16.09.2022
16.09.2022 08:00,17,746.7,759,94,从东北方吹来的风,3,,,,无明显的云,10.0 大于等于,16,8:00,16.09.2022
16.09.2022 07:00,15,746.6,759,100,从东北偏东方向吹来的风,2,,,,无明显的云,8,15,7:00,16.09.2022
16.09.2022 06:00,14,746.6,759,100,从东北偏东方向吹来的风,2,,,,无明显的云,6,14,6:00,16.09.2022
16.09.2022 05:00,12,746.5,759,100,从东北方吹来的风,2,,轻雾,,无明显的云,5,12,5:00,16.09.2022
16.09.2022 04:00,13,746.5,759,100,从东北方吹来的风,3,,轻雾,,无明显的云,4,13,4:00,16.09.2022
16.09.2022 03:00,12,747.2,759.7,100,从东北方吹来的风,2,,,,无明显的云,8,12,3:00,16.09.2022
16.09.2022 02:00,11,747.1,759.7,100,从东北方吹来的风,2,,,,无明显的云,6,11,2:00,16.09.2022
16.09.2022 01:00,12,747.2,759.7,100,风向多变,1,,,,无明显的云,8,12,1:00,16.09.2022
16.09.2022 00:00,13,747.2,759.7,100,从东北偏北方向吹来的风,1,,,,无明显的云,8,13,0:00,16.09.2022
15.09.2022 23:00,13,748,760.5,100,从东北方吹来的风,1,,,,无明显的云,10.0 大于等于,13,23:00,15.09.2022
15.09.2022 22:00,13,748,760.5,100,从东方吹来的风,2,,,,无明显的云,10.0 大于等于,13,22:00,15.09.2022
15.09.2022 21:00,14,748,760.5,100,从东南偏东方向吹来的风,1,,,,无明显的云,10.0 大于等于,14,21:00,15.09.2022
15.09.2022 20:00,16,748.1,760.5,94,从东南偏东方向吹来的风,2,,,,无明显的云,10.0 大于等于,15,20:00,15.09.2022
15.09.2022 19:00,18,748.2,760.5,88,从东南偏东方向吹来的风,3,,,,无明显的云,10.0 大于等于,16,19:00,15.09.2022
15.09.2022 18:00,18,748.9,761.2,83,从东南方吹来的风,2,,,,无明显的云,10.0 大于等于,15,18:00,15.09.2022
15.09.2022 17:00,21,749,761.2,73,从东南偏东方向吹来的风,4,,,,疏云 (40-50%) 990 米,10.0 大于等于,16,17:00,15.09.2022
15.09.2022 16:00,21,749,761.2,73,从东南偏东方向吹来的风,3,,,,多云 (60-90%) 990 米,10.0 大于等于,16,16:00,15.09.2022
15.09.2022 15:00,21,749,761.2,73,从东南偏南方向吹来的风,3,,,,少云 (10-30%) 1380 米,10.0 大于等于,16,15:00,15.09.2022
15.09.2022 14:00,21,749,761.2,73,从南方吹来的风,2,,轻度（小）（弱） 雨,,少云 (10-30%) 990 米,10.0 大于等于,16,14:00,15.09.2022
15.09.2022 13:00,20,749,761.2,78,从南方吹来的风,2,,,,少云 (10-30%) 1200 米,10.0 大于等于,16,13:00,15.09.2022
15.09.2022 12:00,21,749.8,762,69,从西南偏南方向吹来的风,5,,,,少云 (10-30%) 1200 米,10.0 大于等于,15,12:00,15.09.2022
15.09.2022 11:00,21,750.6,762.8,73,从西南偏南方向吹来的风,4,,,,少云 (10-30%) 1200 米,10.0 大于等于,16,11:00,15.09.2022
15.09.2022 10:00,21,750.6,762.8,73,从西南方吹来的风,5,,,,少云 (10-30%) 990 米,10.0 大于等于,16,10:00,15.09.2022
15.09.2022 09:00,20,750.5,762.8,83,从西南方吹来的风,4,,,,少云 (10-30%) 900 米,10.0 大于等于,17,9:00,15.09.2022
15.09.2022 08:00,19,750.5,762.8,94,从西南方吹来的风,4,,,,无明显的云,10.0 大于等于,18,8:00,15.09.2022
15.09.2022 07:00,18,750.5,762.8,94,从南方吹来的风,2,,,,无明显的云,10.0 大于等于,17,7:00,15.09.2022
15.09.2022 06:00,16,750.4,762.8,100,风向多变,1,,,,无明显的云,10.0 大于等于,16,6:00,15.09.2022
15.09.2022 05:00,16,750.4,762.8,100,无风,0,,,,无明显的云,10.0 大于等于,16,5:00,15.09.2022
15.09.2022 04:00,15,750.3,762.8,100,从东南偏南方向吹来的风,1,,,,无明显的云,10.0 大于等于,15,4:00,15.09.2022
15.09.2022 03:00,16,751.1,763.5,100,风向多变,1,,,,无明显的云,10.0 大于等于,16,3:00,15.09.2022
15.09.2022 02:00,15,751,763.5,100,从东南偏东方向吹来的风,1,,,,无明显的云,10.0 大于等于,15,2:00,15.09.2022
15.09.2022 01:00,14,751,763.5,100,从东北偏北方向吹来的风,1,,,,无明显的云,10.0 大于等于,14,1:00,15.09.2022
15.09.2022 00:00,15,751,763.5,100,从东北偏东方向吹来的风,1,,,,无明显的云,10.0 大于等于,15,0:00,15.09.2022
14.09.2022 23:00,15,751,763.5,100,从东北方吹来的风,1,,,,无明显的云,10.0 大于等于,15,23:00,14.09.2022
14.09.2022 22:00,17,751.9,764.3,88,从东南方吹来的风,2,,,,无明显的云,10.0 大于等于,15,22:00,14.09.2022
