气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,重要天象,时间,date
27,742.8,754.6,84,2,,,8:00,2022/7/21
26,742.7,754.6,84,1,,,7:00,2022/7/21
22,742.6,754.6,100,1,轻雾,,6:00,2022/7/21
20,742.5,754.6,100,1,,,5:00,2022/7/21
20,742.5,754.6,100,0,轻雾,,4:00,2022/7/21
20,741.8,753.9,100,0,,,3:00,2022/7/21
19,741.7,753.9,100,1,,,2:00,2022/7/21
20,741.8,753.9,100,0,,,1:00,2022/7/21
20,741.8,753.9,100,1,,,0:00,2022/7/21
21,741.8,753.9,100,1,,,23:00,2022/7/20
21,741.8,753.9,100,1,,,22:00,2022/7/20
22,741.9,753.9,100,1,,,21:00,2022/7/20
23,741.9,753.9,94,1,,,20:00,2022/7/20
25,742,753.9,83,1,,,19:00,2022/7/20
27,741.3,753.1,74,1,,,18:00,2022/7/20
28,742.1,753.9,74,2,,,17:00,2022/7/20
28,741.3,753.1,74,2,,,16:00,2022/7/20
27,741.3,753.1,79,2,,,15:00,2022/7/20
26,741.2,753.1,84,3,,,14:00,2022/7/20
26,742,753.9,84,2,,,13:00,2022/7/20
26,742,753.9,84,3,,,12:00,2022/7/20
26,742,753.9,89,1,,"阵性, 雨",11:00,2022/7/20
25,742,753.9,83,6,"阵性, 雨",,10:00,2022/7/20
28,742.1,753.9,74,1,,,9:00,2022/7/20
26,742,753.9,84,1,,,8:00,2022/7/20
25,742,753.9,89,1,,,7:00,2022/7/20
22,741.9,753.9,100,1,,,6:00,2022/7/20
20,741.8,753.9,100,1,,,5:00,2022/7/20
19,741,753.1,100,1,轻雾,,4:00,2022/7/20
20,741,753.1,100,1,轻雾,,3:00,2022/7/20
20,741,753.1,100,1,轻雾,,2:00,2022/7/20
20,740.2,752.3,100,0,轻雾,,1:00,2022/7/20
21,740.3,752.3,100,1,,,0:00,2022/7/20
21,740.3,752.3,100,0,,,23:00,2022/7/19
22,739.6,751.6,94,1,,,22:00,2022/7/19
23,739.6,751.6,94,1,,,21:00,2022/7/19
24,739.7,751.6,89,0,,,20:00,2022/7/19
26,739.8,751.6,84,2,,,19:00,2022/7/19
27,739,750.8,70,1,,,18:00,2022/7/19
28,739.1,750.8,66,2,,,17:00,2022/7/19
28,738.4,750.1,70,3,,,16:00,2022/7/19
28,738.4,750.1,70,2,,,15:00,2022/7/19
28,738.4,750.1,70,2,,,14:00,2022/7/19
27,738.3,750.1,74,3,,,13:00,2022/7/19
26,738.3,750.1,79,4,,,12:00,2022/7/19
26,738.3,750.1,79,2,,,11:00,2022/7/19
27,739,750.8,70,1,,,10:00,2022/7/19
25,738.9,750.8,79,2,,,9:00,2022/7/19
25,738.9,750.8,79,2,,,8:00,2022/7/19
23,738.2,750.1,89,2,,,7:00,2022/7/19
21,738.1,750.1,100,1,,,6:00,2022/7/19
19,738,750.1,100,2,,,5:00,2022/7/19
18,738,750.1,100,0,,,4:00,2022/7/19
18,737.2,749.3,100,2,,,3:00,2022/7/19
18,737.2,749.3,100,1,,,2:00,2022/7/19
19,737.2,749.3,100,1,,,1:00,2022/7/19
19,737.2,749.3,100,1,,,0:00,2022/7/19
19,737.2,749.3,100,1,,,23:00,2022/7/18
20,736.5,748.5,94,1,,,22:00,2022/7/18
21,737.3,749.3,88,1,,,21:00,2022/7/18
21,736.5,748.5,88,2,,,20:00,2022/7/18
22,736.6,748.5,88,7,,,19:00,2022/7/18
25,736.7,748.5,79,2,,,18:00,2022/7/18
25,736,747.8,79,2,,,17:00,2022/7/18
26,736,747.8,74,3,,,16:00,2022/7/18
27,736.1,747.8,66,3,,,15:00,2022/7/18
27,736.1,747.8,66,3,,,14:00,2022/7/18
27,736.1,747.8,66,3,,,13:00,2022/7/18
26,736.7,748.5,74,2,,,12:00,2022/7/18
25,736.7,748.5,74,2,,,11:00,2022/7/18
25,737.5,749.3,79,2,,,10:00,2022/7/18
24,737.4,749.3,89,1,,,9:00,2022/7/18
22,737.3,749.3,94,1,,,8:00,2022/7/18
21,737.3,749.3,100,1,,,7:00,2022/7/18
20,737.3,749.3,100,0,轻雾,,6:00,2022/7/18
18,737.2,749.3,100,1,轻雾,,5:00,2022/7/18
18,737.2,749.3,100,0,轻雾,,4:00,2022/7/18
19,737.2,749.3,100,1,轻雾,,3:00,2022/7/18
19,737.2,749.3,100,1,,,2:00,2022/7/18
20,737.3,749.3,100,1,,,1:00,2022/7/18
20,737.3,749.3,100,1,,,0:00,2022/7/18
20,737.3,749.3,100,1,,,23:00,2022/7/17
21,737.3,749.3,100,2,,,22:00,2022/7/17
21,737.3,749.3,100,2,,,21:00,2022/7/17
21,737.3,749.3,100,2,,,20:00,2022/7/17
22,736.6,748.5,94,1,,,19:00,2022/7/17
23,736.6,748.5,94,3,,,18:00,2022/7/17
23,736.6,748.5,89,4,"轻度（小）（弱） 阵性, 雨","阵性, 雨",17:00,2022/7/17
26,736.7,748.5,74,5,,,16:00,2022/7/17
26,736.7,748.5,74,4,,,15:00,2022/7/17
27,737.5,749.3,66,4,,,14:00,2022/7/17
26,737.5,749.3,70,3,,,13:00,2022/7/17
26,737.5,749.3,74,4,,,12:00,2022/7/17
25,738.2,750.1,74,5,,,11:00,2022/7/17
26,738.3,750.1,65,3,,,10:00,2022/7/17
25,738.2,750.1,69,4,,,9:00,2022/7/17
24,738.9,750.8,74,3,,,8:00,2022/7/17
23,738.9,750.8,83,3,,,7:00,2022/7/17
21,738.8,750.8,94,3,,,6:00,2022/7/17
19,738.7,750.8,100,2,,,5:00,2022/7/17
18,738.7,750.8,100,1,,,4:00,2022/7/17
19,738.7,750.8,94,1,,,3:00,2022/7/17
18,738.7,750.8,100,2,,,2:00,2022/7/17
19,738.7,750.8,100,2,,,1:00,2022/7/17
20,738.7,750.8,94,2,,,0:00,2022/7/17
20,738.7,750.8,94,2,,,23:00,2022/7/16
20,738.7,750.8,94,3,,,22:00,2022/7/16
22,739.6,751.6,83,4,,,21:00,2022/7/16
22,739.6,751.6,83,3,,,20:00,2022/7/16
23,738.9,750.8,83,4,,,19:00,2022/7/16
24,738.9,750.8,78,4,,,18:00,2022/7/16
26,739,750.8,70,4,,,17:00,2022/7/16
26,739,750.8,70,6,,,16:00,2022/7/16
25,738.9,750.8,74,5,,,15:00,2022/7/16
26,739,750.8,74,7,,,14:00,2022/7/16
26,739,750.8,74,7,,,13:00,2022/7/16
25,739.7,751.6,69,6,,,12:00,2022/7/16
24,739.7,751.6,78,6,,,11:00,2022/7/16
25,739.7,751.6,69,5,,,10:00,2022/7/16
24,739.7,751.6,69,6,,,9:00,2022/7/16
23,739.6,751.6,78,6,,,8:00,2022/7/16
22,739.6,751.6,78,6,,,7:00,2022/7/16
20,739.5,751.6,88,5,,,6:00,2022/7/16
19,739.5,751.6,88,4,,,5:00,2022/7/16
19,738.7,750.8,88,4,,,4:00,2022/7/16
20,738.7,750.8,88,4,,,3:00,2022/7/16
20,738.7,750.8,88,4,,,2:00,2022/7/16
19,738.7,750.8,94,3,,,1:00,2022/7/16
20,738.7,750.8,88,4,,,0:00,2022/7/16
21,739.6,751.6,83,4,,,23:00,2022/7/15
21,739.6,751.6,88,5,,,22:00,2022/7/15
22,739.6,751.6,83,3,,,21:00,2022/7/15
22,738.8,750.8,83,4,,,20:00,2022/7/15
23,738.9,750.8,78,5,,,19:00,2022/7/15
25,738.2,750.1,69,6,,,18:00,2022/7/15
25,738.2,750.1,74,5,,,17:00,2022/7/15
25,738.2,750.1,74,6,,,16:00,2022/7/15
25,738.2,750.1,79,9,,,15:00,2022/7/15
26,738.3,750.1,79,8,,,14:00,2022/7/15
25,738.2,750.1,79,6,,,13:00,2022/7/15
25,738.2,750.1,79,5,,,12:00,2022/7/15
24,738.2,750.1,83,6,,,11:00,2022/7/15
24,738.2,750.1,83,6,,,10:00,2022/7/15
24,738.2,750.1,83,6,,,9:00,2022/7/15
24,737.4,749.3,83,5,,,8:00,2022/7/15
22,737.3,749.3,94,4,,,7:00,2022/7/15
21,737.3,749.3,94,4,,,6:00,2022/7/15
20,737.3,749.3,100,2,,,5:00,2022/7/15
19,736.4,748.5,100,2,,,4:00,2022/7/15
20,736.5,748.5,94,4,,,3:00,2022/7/15
19,736.4,748.5,100,3,,,2:00,2022/7/15
20,736.5,748.5,100,2,,,1:00,2022/7/15
21,736.5,748.5,94,3,,,0:00,2022/7/15
21,736.5,748.5,94,3,"轻度（小）（弱） 阵性, 雨","阵性, 雨",23:00,2022/7/14
21,736.5,748.5,100,3,"轻度（小）（弱） 阵性, 雨",,22:00,2022/7/14
20,736.5,748.5,100,2,,,21:00,2022/7/14
21,736.5,748.5,100,3,"轻度（小）（弱） 阵性, 雨","阵性, 雨",20:00,2022/7/14
21,735.8,747.8,100,2,"轻度（小）（弱） 阵性, 雨",,19:00,2022/7/14
21,735.8,747.8,100,1,,,18:00,2022/7/14
22,735.9,747.8,88,5,"轻度（小）（弱） 阵性, 雨",,17:00,2022/7/14
23,735.9,747.8,89,3,,,16:00,2022/7/14
23,735.9,747.8,83,4,,,15:00,2022/7/14
22,735.9,747.8,88,4,,,14:00,2022/7/14
22,736.6,748.5,88,4,,,13:00,2022/7/14
21,736.5,748.5,94,4,,,12:00,2022/7/14
20,735.8,747.8,100,4,"轻度（小）（弱） 阵性, 雨",,11:00,2022/7/14
20,736.5,748.5,100,4,"轻度（小）（弱） 阵性, 雨",,10:00,2022/7/14
20,736.5,748.5,100,4,,,9:00,2022/7/14
20,736.5,748.5,100,3,"轻度（小）（弱） 阵性, 雨",,8:00,2022/7/14
20,736.5,748.5,100,4,"轻度（小）（弱） 阵性, 雨",,7:00,2022/7/14
19,736.4,748.5,100,3,"轻度（小）（弱） 阵性, 雨",,6:00,2022/7/14
19,736.4,748.5,100,3,"轻度（小）（弱） 阵性, 雨",,5:00,2022/7/14
19,736.4,748.5,100,2,"轻度（小）（弱） 阵性, 雨",,4:00,2022/7/14
20,736.5,748.5,100,3,"轻度（小）（弱） 阵性, 雨",,3:00,2022/7/14
20,737.3,749.3,100,1,"轻度（小）（弱） 阵性, 雨",,2:00,2022/7/14
20,737.3,749.3,100,3,"轻度（小）（弱） 阵性, 雨","阵性, 雨",1:00,2022/7/14
21,737.3,749.3,100,4,"轻度（小）（弱） 阵性, 雨",,0:00,2022/7/14
22,737.3,749.3,100,2,,,23:00,2022/7/13
22,737.3,749.3,100,1,,,22:00,2022/7/13
22,738.1,750.1,100,3,,,21:00,2022/7/13
23,738.2,750.1,100,3,,,20:00,2022/7/13
23,738.2,750.1,94,1,,,19:00,2022/7/13
24,738.2,750.1,100,2,"轻度（小）（弱） 阵性, 雨",,18:00,2022/7/13
25,738.2,750.1,89,1,"轻度（小）（弱） 阵性, 雨",,17:00,2022/7/13
25,738.9,750.8,94,1,"轻度（小）（弱） 阵性, 雨",,16:00,2022/7/13
25,738.9,750.8,89,3,,,15:00,2022/7/13
25,739.7,751.6,89,1,,,14:00,2022/7/13
26,739.8,751.6,84,3,,,13:00,2022/7/13
26,740.5,752.3,84,3,,,12:00,2022/7/13
26,740.5,752.3,84,2,,,11:00,2022/7/13
25,741.2,753.1,89,3,,,10:00,2022/7/13
25,741.2,753.1,89,3,,,9:00,2022/7/13
24,741.2,753.1,94,3,,,8:00,2022/7/13
24,741.2,753.1,94,3,,,7:00,2022/7/13
23,741.1,753.1,100,3,,,6:00,2022/7/13
22,741.1,753.1,100,3,,,5:00,2022/7/13
21,741,753.1,100,2,,,4:00,2022/7/13
21,741.8,753.9,100,2,,,3:00,2022/7/13
22,741.9,753.9,100,2,,,2:00,2022/7/13
22,741.9,753.9,100,2,,,1:00,2022/7/13
22,741.9,753.9,100,1,,,0:00,2022/7/13
23,742.6,754.6,94,2,,,23:00,2022/7/12
24,742.6,754.6,94,3,,,22:00,2022/7/12
24,742.6,754.6,94,2,,,21:00,2022/7/12
26,742.7,754.6,84,2,,,20:00,2022/7/12
27,742.8,754.6,74,2,,,19:00,2022/7/12
29,742.8,754.6,70,3,,,18:00,2022/7/12
30,742.9,754.6,59,2,,,17:00,2022/7/12
31,743.7,755.4,59,2,,,16:00,2022/7/12
30,743.7,755.4,66,3,,,15:00,2022/7/12
31,743.7,755.4,66,3,,,14:00,2022/7/12
30,743.7,755.4,66,3,,,13:00,2022/7/12
30,744.4,756.2,70,4,,,12:00,2022/7/12
29,744.4,756.2,79,3,,,11:00,2022/7/12
29,744.4,756.2,79,3,,,10:00,2022/7/12
28,745.1,756.9,84,2,,,9:00,2022/7/12
27,745,756.9,89,2,,,8:00,2022/7/12
25,744.9,756.9,100,2,,,7:00,2022/7/12
23,744.9,756.9,100,2,轻雾,,6:00,2022/7/12
22,744.8,756.9,100,2,轻雾,,5:00,2022/7/12
21,744.1,756.2,100,2,轻雾,,4:00,2022/7/12
21,744.1,756.2,100,1,轻雾,,3:00,2022/7/12
22,744.1,756.2,100,2,轻雾,,2:00,2022/7/12
22,744.1,756.2,100,2,轻雾,,1:00,2022/7/12
22,744.1,756.2,100,2,轻雾,,0:00,2022/7/12
22,744.1,756.2,100,1,轻雾,,23:00,2022/7/11
22,744.8,756.9,100,2,,,22:00,2022/7/11
23,744.2,756.2,100,1,,,21:00,2022/7/11
24,744.2,756.2,100,1,,,20:00,2022/7/11
26,744.3,756.2,94,2,,,19:00,2022/7/11
27,743.5,755.4,84,1,,,18:00,2022/7/11
27,743.5,755.4,79,3,,,17:00,2022/7/11
29,742.8,754.6,70,2,,,16:00,2022/7/11
30,743.7,755.4,62,2,,,15:00,2022/7/11
29,743.6,755.4,58,2,,,14:00,2022/7/11
28,743.6,755.4,66,2,,,13:00,2022/7/11
27,743.5,755.4,70,2,,,12:00,2022/7/11
27,743.5,755.4,66,2,,,11:00,2022/7/11
26,743.5,755.4,65,2,,,10:00,2022/7/11
25,743.5,755.4,65,1,,,9:00,2022/7/11
22,743.3,755.4,73,3,,,8:00,2022/7/11
20,743.3,755.4,88,3,,,7:00,2022/7/11
20,742.5,754.6,83,3,,,6:00,2022/7/11
19,742.4,754.6,73,5,"轻度（小）（弱） 阵性, 雨","雷暴, 雨",5:00,2022/7/11
17,743.1,755.4,94,8,"雷暴, 雨",,4:00,2022/7/11
20,742.5,754.6,94,3,"轻度（小）（弱） 雷暴, 雨","阵性, 雨",3:00,2022/7/11
21,741.8,753.9,88,2,"轻度（小）（弱） 雷暴, 雨",,2:00,2022/7/11
21,741.8,753.9,88,1,"轻度（小）（弱） 雷暴, 雨",,1:00,2022/7/11
21,742.5,754.6,88,5,雷暴,,0:00,2022/7/11
21,741.8,753.9,88,3,,,23:00,2022/7/10
21,741.8,753.9,88,2,,,22:00,2022/7/10
22,741.9,753.9,83,2,,,21:00,2022/7/10
22,741.9,753.9,83,2,,,20:00,2022/7/10
24,741.9,753.9,74,1,,,19:00,2022/7/10
25,742,753.9,65,2,,,18:00,2022/7/10
24,741.2,753.1,74,2,,,17:00,2022/7/10
24,741.2,753.1,74,2,,,16:00,2022/7/10
23,741.9,753.9,74,1,,,15:00,2022/7/10
26,742,753.9,61,4,,,14:00,2022/7/10
29,741.4,753.1,55,5,,,13:00,2022/7/10
29,742.1,753.9,51,5,,,12:00,2022/7/10
28,742.1,753.9,55,5,,,11:00,2022/7/10
28,741.3,753.1,62,4,,,10:00,2022/7/10
26,742,753.9,65,3,,,9:00,2022/7/10
25,742,753.9,65,4,,,8:00,2022/7/10
22,741.9,753.9,73,2,,,7:00,2022/7/10
20,741.8,753.9,78,1,,,6:00,2022/7/10
19,741.7,753.9,83,1,,,5:00,2022/7/10
18,740.9,753.1,83,2,,,4:00,2022/7/10
19,741,753.1,78,2,,,3:00,2022/7/10
19,740.2,752.3,78,3,,,2:00,2022/7/10
20,740.2,752.3,73,3,,,1:00,2022/7/10
20,740.2,752.3,73,4,,,0:00,2022/7/10
20,739.5,751.6,78,2,,,23:00,2022/7/9
20,740.2,752.3,73,3,,,22:00,2022/7/9
21,740.3,752.3,69,2,,,21:00,2022/7/9
22,739.6,751.6,65,3,,,20:00,2022/7/9
25,738.9,750.8,51,4,,,19:00,2022/7/9
27,739,750.8,45,6,,,18:00,2022/7/9
27,739,750.8,45,7,,,17:00,2022/7/9
28,739.1,750.8,42,8,,,16:00,2022/7/9
28,738.4,750.1,42,8,,,15:00,2022/7/9
29,738.4,750.1,33,9,,,14:00,2022/7/9
30,737.7,749.3,43,7,,,13:00,2022/7/9
29,738.4,750.1,51,6,,,12:00,2022/7/9
27,738.3,750.1,58,4,,,11:00,2022/7/9
27,738.3,750.1,54,4,,,10:00,2022/7/9
26,738.3,750.1,61,4,,,9:00,2022/7/9
25,737.5,749.3,65,5,,,8:00,2022/7/9
24,737.4,749.3,69,5,,,7:00,2022/7/9
22,737.3,749.3,73,4,,,6:00,2022/7/9
21,736.5,748.5,78,4,,,5:00,2022/7/9
20,736.5,748.5,88,3,,,4:00,2022/7/9
21,736.5,748.5,83,5,,,3:00,2022/7/9
21,736.5,748.5,83,4,,,2:00,2022/7/9
21,736.5,748.5,94,2,,,1:00,2022/7/9
23,735.9,747.8,89,3,,,0:00,2022/7/9
24,735.9,747.8,89,3,,,23:00,2022/7/8
25,736,747.8,83,5,,,22:00,2022/7/8
25,736.7,748.5,83,3,,,21:00,2022/7/8
25,736.7,748.5,83,3,,,20:00,2022/7/8
27,736.8,748.5,74,3,,,19:00,2022/7/8
28,736.1,747.8,70,4,,,18:00,2022/7/8
29,736.1,747.8,66,5,,,17:00,2022/7/8
29,736.1,747.8,66,4,,,16:00,2022/7/8
29,736.1,747.8,70,4,,,15:00,2022/7/8
29,736.8,748.5,62,3,,,14:00,2022/7/8
29,736.8,748.5,66,3,,,13:00,2022/7/8
28,737.6,749.3,70,3,,,12:00,2022/7/8
26,737.5,749.3,74,2,,,11:00,2022/7/8
26,738.3,750.1,74,2,,,10:00,2022/7/8
25,737.5,749.3,79,2,,,9:00,2022/7/8
24,738.2,750.1,89,3,,,8:00,2022/7/8
23,738.2,750.1,89,3,,,7:00,2022/7/8
23,737.4,749.3,89,2,,,6:00,2022/7/8
22,737.3,749.3,100,2,轻雾,,5:00,2022/7/8
22,737.3,749.3,94,2,轻雾,,4:00,2022/7/8
22,737.3,749.3,100,2,,,3:00,2022/7/8
22,738.1,750.1,100,1,,,2:00,2022/7/8
22,737.3,749.3,94,3,,,1:00,2022/7/8
22,737.3,749.3,94,1,,,0:00,2022/7/8
22,738.1,750.1,94,2,,,23:00,2022/7/7
22,738.1,750.1,94,2,,,22:00,2022/7/7
22,738.8,750.8,94,2,,,21:00,2022/7/7
23,738.9,750.8,94,2,,,20:00,2022/7/7
24,738.2,750.1,89,3,,,19:00,2022/7/7
24,738.9,750.8,94,2,,,18:00,2022/7/7
23,739.6,751.6,94,2,,,17:00,2022/7/7
23,739.6,751.6,94,3,"轻度（小）（弱） 阵性, 雨",,16:00,2022/7/7
25,739.7,751.6,83,2,,,15:00,2022/7/7
24,739.7,751.6,89,1,"轻度（小）（弱） 阵性, 雨",,14:00,2022/7/7
23,739.6,751.6,89,2,"轻度（小）（弱） 阵性, 雨",,13:00,2022/7/7
23,740.3,752.3,94,2,"轻度（小）（弱） 阵性, 雨",,12:00,2022/7/7
24,740.4,752.3,89,3,,,11:00,2022/7/7
24,740.4,752.3,89,4,,,10:00,2022/7/7
24,741.2,753.1,89,1,,,9:00,2022/7/7
23,741.1,753.1,94,2,,,8:00,2022/7/7
22,741.9,753.9,100,2,轻雾,,7:00,2022/7/7
22,741.1,753.1,100,3,"轻度（小）（弱） 阵性, 雨",,6:00,2022/7/7
22,741.1,753.1,94,2,,,5:00,2022/7/7
22,741.1,753.1,94,1,"轻度（小）（弱） 阵性, 雨",,4:00,2022/7/7
22,741.1,753.1,100,2,"轻度（小）（弱） 阵性, 雨",,3:00,2022/7/7
23,741.1,753.1,94,3,"轻度（小）（弱） 阵性, 雨",,2:00,2022/7/7
23,741.9,753.9,94,3,"轻度（小）（弱） 阵性, 雨",,1:00,2022/7/7
24,741.9,753.9,89,3,"轻度（小）（弱） 阵性, 雨",,0:00,2022/7/7
24,741.9,753.9,89,4,"轻度（小）（弱） 阵性, 雨",,23:00,2022/7/6
25,742,753.9,83,4,"轻度（小）（弱） 阵性, 雨",,22:00,2022/7/6
25,741.2,753.1,83,3,,,21:00,2022/7/6
25,741.2,753.1,83,4,,,20:00,2022/7/6
27,741.3,753.1,70,5,,,19:00,2022/7/6
27,741.3,753.1,84,3,,,18:00,2022/7/6
29,740.6,752.3,74,6,,,17:00,2022/7/6
30,740.6,752.3,70,4,,,16:00,2022/7/6
31,740.6,752.3,62,5,,,15:00,2022/7/6
30,740.6,752.3,70,4,,,14:00,2022/7/6
31,741.4,753.1,66,4,,,13:00,2022/7/6
31,741.4,753.1,66,4,,,12:00,2022/7/6
29,742.1,753.9,70,4,,,11:00,2022/7/6
29,742.1,753.9,74,4,,,10:00,2022/7/6
28,742.1,753.9,84,4,,,9:00,2022/7/6
26,742.7,754.6,84,3,,,8:00,2022/7/6
25,742,753.9,89,3,,,7:00,2022/7/6
24,741.9,753.9,89,3,,,6:00,2022/7/6
23,741.9,753.9,94,3,,,5:00,2022/7/6
23,741.9,753.9,89,2,,,4:00,2022/7/6
22,741.9,753.9,94,2,,,3:00,2022/7/6
22,741.9,753.9,94,3,,,2:00,2022/7/6
22,741.9,753.9,94,2,,,1:00,2022/7/6
23,741.9,753.9,94,2,,,0:00,2022/7/6
23,741.9,753.9,89,2,,,23:00,2022/7/5
23,741.9,753.9,89,2,,,22:00,2022/7/5
24,741.9,753.9,89,2,,,21:00,2022/7/5
25,742,753.9,89,2,,,20:00,2022/7/5
26,742,753.9,89,1,,,19:00,2022/7/5
26,741.2,753.1,89,2,,"雷暴, 雨",18:00,2022/7/5
24,741.2,753.1,89,7,"雷暴, 雨",,17:00,2022/7/5
29,741.4,753.1,70,3,,,16:00,2022/7/5
28,741.3,753.1,79,2,,,15:00,2022/7/5
28,741.3,753.1,74,1,,,14:00,2022/7/5
27,741.3,753.1,79,4,,,13:00,2022/7/5
28,742.1,753.9,74,4,,,12:00,2022/7/5
28,742.1,753.9,74,4,,,11:00,2022/7/5
28,742.1,753.9,74,3,轻雾,,10:00,2022/7/5
26,742.7,754.6,84,2,轻雾,,9:00,2022/7/5
25,742.7,754.6,83,2,轻雾,,8:00,2022/7/5
24,741.9,753.9,89,2,轻雾,,7:00,2022/7/5
23,741.9,753.9,94,2,轻雾,,6:00,2022/7/5
23,741.9,753.9,89,2,轻雾,,5:00,2022/7/5
21,741.8,753.9,100,2,轻雾,,4:00,2022/7/5
22,741.9,753.9,94,2,轻雾,,3:00,2022/7/5
22,741.1,753.1,94,2,轻雾,,2:00,2022/7/5
22,741.1,753.1,94,2,轻雾,,1:00,2022/7/5
22,741.9,753.9,94,1,轻雾,,0:00,2022/7/5
22,741.9,753.9,94,2,,,23:00,2022/7/4
22,741.9,753.9,94,1,,,22:00,2022/7/4
23,741.9,753.9,89,1,,,21:00,2022/7/4
24,741.2,753.1,83,2,,,20:00,2022/7/4
25,741.2,753.1,83,2,,,19:00,2022/7/4
27,740.5,752.3,74,3,,,18:00,2022/7/4
27,740.5,752.3,79,4,,,17:00,2022/7/4
27,741.3,753.1,74,4,,,16:00,2022/7/4
27,741.3,753.1,79,4,,,15:00,2022/7/4
26,741.2,753.1,79,2,,,14:00,2022/7/4
26,741.2,753.1,79,3,,,13:00,2022/7/4
27,741.3,753.1,74,4,,,12:00,2022/7/4
26,741.2,753.1,79,5,,,11:00,2022/7/4
26,741.2,753.1,79,4,轻雾,,10:00,2022/7/4
24,741.2,753.1,89,4,轻雾,,9:00,2022/7/4
24,741.2,753.1,89,2,轻雾,,8:00,2022/7/4
24,741.2,753.1,89,4,轻雾,,7:00,2022/7/4
24,741.2,753.1,89,3,轻雾,,6:00,2022/7/4
24,741.2,753.1,89,3,轻雾,,5:00,2022/7/4
23,740.3,752.3,94,4,轻雾,,4:00,2022/7/4
23,740.3,752.3,94,4,轻雾,,3:00,2022/7/4
23,740.3,752.3,94,3,轻雾,,2:00,2022/7/4
23,741.1,753.1,94,2,轻雾,,1:00,2022/7/4
23,741.1,753.1,94,2,轻雾,,0:00,2022/7/4
24,741.2,753.1,89,3,轻雾,,23:00,2022/7/3
24,740.4,752.3,89,4,,,22:00,2022/7/3
25,741.2,753.1,83,4,,,21:00,2022/7/3
25,741.2,753.1,83,3,,,20:00,2022/7/3
26,740.5,752.3,79,3,,,19:00,2022/7/3
28,740.5,752.3,70,5,,,18:00,2022/7/3
28,740.5,752.3,66,6,,,17:00,2022/7/3
29,740.6,752.3,66,7,,,16:00,2022/7/3
29,740.6,752.3,66,6,,,15:00,2022/7/3
28,741.3,753.1,70,6,,,14:00,2022/7/3
28,741.3,753.1,70,6,,,13:00,2022/7/3
28,742.1,753.9,70,6,,,12:00,2022/7/3
26,742,753.9,79,5,,,11:00,2022/7/3
26,742,753.9,79,5,,,10:00,2022/7/3
25,742,753.9,79,4,,,9:00,2022/7/3
24,742.6,754.6,83,5,,,8:00,2022/7/3
23,742.6,754.6,89,4,轻雾,,7:00,2022/7/3
22,742.6,754.6,94,4,轻雾,,6:00,2022/7/3
22,742.6,754.6,94,4,轻雾,,5:00,2022/7/3
22,742.6,754.6,94,4,轻雾,,4:00,2022/7/3
22,742.6,754.6,94,3,轻雾,,3:00,2022/7/3
22,742.6,754.6,94,4,轻雾,,2:00,2022/7/3
21,742.5,754.6,94,3,,,1:00,2022/7/3
22,742.6,754.6,94,3,,,0:00,2022/7/3
22,742.6,754.6,88,3,,,23:00,2022/7/2
23,742.6,754.6,89,2,,,22:00,2022/7/2
23,742.6,754.6,89,3,,,21:00,2022/7/2
24,742.6,754.6,83,2,,,20:00,2022/7/2
26,742.7,754.6,74,3,,,19:00,2022/7/2
27,742.1,753.9,70,5,,,18:00,2022/7/2
28,742.1,753.9,62,4,,,17:00,2022/7/2
28,742.1,753.9,66,5,,,16:00,2022/7/2
28,742.8,754.6,62,3,,,15:00,2022/7/2
28,742.8,754.6,66,3,,,14:00,2022/7/2
28,743.6,755.4,70,3,,,13:00,2022/7/2
27,743.5,755.4,74,3,,,12:00,2022/7/2
25,744.3,756.2,83,2,,,11:00,2022/7/2
24,744.2,756.2,83,2,,,10:00,2022/7/2
23,744.2,756.2,89,3,"轻度（小）（弱） 阵性, 雨",,9:00,2022/7/2
23,744.2,756.2,94,2,"轻度（小）（弱） 阵性, 雨, 轻雾",,8:00,2022/7/2
22,744.8,756.9,94,3,"轻度（小）（弱） 阵性, 雨, 轻雾",,7:00,2022/7/2
22,744.1,756.2,94,2,轻雾,,6:00,2022/7/2
22,744.1,756.2,94,3,轻雾,,5:00,2022/7/2
22,744.1,756.2,94,2,"轻度（小）（弱） 阵性, 雨, 轻雾",,4:00,2022/7/2
22,744.1,756.2,94,2,"轻度（小）（弱） 阵性, 雨",,3:00,2022/7/2
22,744.1,756.2,94,3,,,2:00,2022/7/2
23,744.2,756.2,89,2,,,1:00,2022/7/2
23,744.9,756.9,89,3,,,0:00,2022/7/2
24,744.2,756.2,83,3,,,23:00,2022/7/1
25,744.3,756.2,79,5,,,22:00,2022/7/1
25,744.3,756.2,79,2,,,21:00,2022/7/1
25,744.3,756.2,74,1,,,20:00,2022/7/1
26,744.3,756.2,74,2,,,19:00,2022/7/1
27,744.3,756.2,70,2,,,18:00,2022/7/1
28,744.4,756.2,66,2,,,17:00,2022/7/1
29,744.4,756.2,58,1,,,16:00,2022/7/1
28,744.4,756.2,62,2,,,15:00,2022/7/1
29,744.4,756.2,58,2,,,14:00,2022/7/1
29,745.1,756.9,58,2,,,13:00,2022/7/1
29,745.1,756.9,62,2,,,12:00,2022/7/1
29,745.9,757.7,58,2,,,11:00,2022/7/1
